2020-04-26 at 09:30:08 | ERROR | 算法模型服务端口未开启
2020-04-26 at 10:29:48 | SUCCESS | 消息内容:{'end_time': '1587868202', 'start_time': '1587868202', 'collection_name': 'sy_news_hangye_ofweek_raw', 'spider_name': 'hangye_ofweek_cgq'}  消息处理总量:1条
2020-04-26 at 10:30:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'end_time': '1587868153', 'start_time': '1587868152', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:4条
2020-04-26 at 10:30:27 | SUCCESS | 消息内容:{'end_time': '1587868242', 'spider_name': 'hangye_cena_news', 'collection_name': 'sy_news_hangye_cena_raw', 'start_time': '1587868242'}  消息处理总量:1条
2020-04-26 at 10:31:26 | SUCCESS | 消息内容:{'end_time': '1587868226', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1587868221'}  消息处理总量:7条
2020-04-26 at 10:32:10 | SUCCESS | 消息内容:{'end_time': '1587868275', 'spider_name': 'caijing_people_hyycy', 'collection_name': 'sy_news_finance_people_raw', 'start_time': '1587868275'}  消息处理总量:1条
2020-04-26 at 10:32:13 | SUCCESS | 消息内容:{'spider_name': 'caijing_163_gupiao', 'end_time': '1587868276', 'start_time': '1587868276', 'collection_name': 'sy_news_finance_163_raw'}  消息处理总量:1条
2020-04-26 at 10:32:17 | SUCCESS | 消息内容:{'end_time': '1587868281', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587868281'}  消息处理总量:1条
2020-04-26 at 10:32:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587868307', 'end_time': '1587868311'}  消息处理总量:7条
2020-04-26 at 10:32:57 | SUCCESS | 消息内容:{'end_time': '1587868392', 'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1587868392'}  消息处理总量:2条
2020-04-26 at 10:34:00 | SUCCESS | 消息内容:{'end_time': '1587868385', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587868385'}  消息处理总量:2条
2020-04-26 at 10:34:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_hongguan', 'end_time': '1587868403', 'start_time': '1587868402', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:4条
2020-04-26 at 10:36:06 | SUCCESS | 消息内容:{'end_time': '1587868582', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1587868582'}  消息处理总量:1条
2020-04-26 at 10:36:40 | SUCCESS | 消息内容:{'end_time': '1587868528', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587868504'}  消息处理总量:41条
2020-04-26 at 10:36:48 | SUCCESS | 消息内容:{'end_time': '1587868555', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1587868554', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:3条
2020-04-26 at 10:36:58 | SUCCESS | 消息内容:{'end_time': '1587868564', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1587868563'}  消息处理总量:2条
2020-04-26 at 10:36:58 | SUCCESS | 消息内容:{'end_time': '1587868565', 'spider_name': 'caijing_eastmoney_ganggu', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587868564'}  消息处理总量:2条
2020-04-26 at 10:37:27 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587868592', 'end_time': '1587868592'}  消息处理总量:1条
2020-04-26 at 10:37:38 | SUCCESS | 消息内容:{'end_time': '1587868602', 'spider_name': 'caijing_xueqiu_hs', 'collection_name': 'sy_news_finance_xueqiu_raw', 'start_time': '1587868602'}  消息处理总量:1条
2020-04-26 at 10:38:09 | SUCCESS | 消息内容:{'end_time': '1587868693', 'spider_name': 'hangye_hqew_news', 'collection_name': 'sy_news_hangye_hqew_raw', 'start_time': '1587868693'}  消息处理总量:1条
2020-04-26 at 10:38:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_szaeia_raw', 'end_time': '1587868705', 'start_time': '1587868704', 'spider_name': 'hangye_szaeia_news'}  消息处理总量:3条
2020-04-26 at 10:38:20 | SUCCESS | 消息内容:{'end_time': '1587868633', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587868618'}  消息处理总量:20条
2020-04-26 at 10:38:22 | SUCCESS | 消息内容:{'end_time': '1587868646', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587868645'}  消息处理总量:3条
2020-04-26 at 10:38:47 | SUCCESS | 消息内容:{'end_time': '1587868671', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587868671', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-04-26 at 10:39:08 | SUCCESS | 消息内容:{'end_time': '1587868694', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587868694'}  消息处理总量:1条
2020-04-26 at 10:39:28 | SUCCESS | 消息内容:{'end_time': '1587868711', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1587868711'}  消息处理总量:1条
2020-04-26 at 10:40:27 | SUCCESS | 消息内容:{'end_time': '1587868772', 'spider_name': 'caijing_sina_guonei', 'start_time': '1587868771', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:3条
2020-04-26 at 10:40:28 | SUCCESS | 消息内容:{'end_time': '1587868843', 'spider_name': 'hangye_epwho_news', 'collection_name': 'sy_news_hangye_epwho_raw', 'start_time': '1587868842'}  消息处理总量:2条
2020-04-26 at 10:41:15 | SUCCESS | 消息内容:{'end_time': '1587868815', 'start_time': '1587868812', 'collection_name': 'sy_news_finance_caijing_raw', 'spider_name': 'caijing_caijing_industry'}  消息处理总量:7条
2020-04-26 at 10:41:38 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1587868842', 'start_time': '1587868842', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:1条
2020-04-26 at 10:42:48 | SUCCESS | 消息内容:{'end_time': '1587868914', 'spider_name': 'caijing_xueqiu_hs', 'collection_name': 'sy_news_finance_xueqiu_raw', 'start_time': '1587868914'}  消息处理总量:1条
2020-04-26 at 10:43:25 | SUCCESS | 消息内容:{'end_time': '1587868939', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587868931'}  消息处理总量:16条
2020-04-26 at 10:44:23 | SUCCESS | 消息内容:{'end_time': '1587869004', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587869004', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:1条
2020-04-26 at 10:44:27 | SUCCESS | 消息内容:{'end_time': '1587869015', 'spider_name': 'caijing_thepaper_cjgs', 'collection_name': 'sy_news_finance_thepaper_raw', 'start_time': '1587869015'}  消息处理总量:1条
2020-04-26 at 10:45:37 | SUCCESS | 消息内容:{'end_time': '1587869082', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587869081'}  消息处理总量:3条
2020-04-26 at 10:46:18 | SUCCESS | 消息内容:{'spider_name': 'hangye_smm_news', 'end_time': '1587869193', 'start_time': '1587869192', 'collection_name': 'sy_news_hangye_smm_raw'}  消息处理总量:2条
2020-04-26 at 10:46:49 | SUCCESS | 消息内容:{'end_time': '1587869153', 'spider_name': 'caijing_china_zq', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1587869151'}  消息处理总量:3条
2020-04-26 at 10:46:50 | SUCCESS | 消息内容:{'end_time': '1587869144', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587869124'}  消息处理总量:34条
2020-04-26 at 10:47:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1587869174', 'end_time': '1587869175'}  消息处理总量:2条
2020-04-26 at 10:47:15 | SUCCESS | 消息内容:{'end_time': '1587869178', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1587869174'}  消息处理总量:3条
2020-04-26 at 10:48:37 | SUCCESS | 消息内容:{'end_time': '1587869264', 'start_time': '1587869264', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:1条
2020-04-26 at 10:48:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_c114_raw', 'spider_name': 'hangye_c114_market', 'start_time': '1587869342', 'end_time': '1587869342'}  消息处理总量:1条
2020-04-26 at 10:49:33 | SUCCESS | 消息内容:{'end_time': '1587869315', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587869314'}  消息处理总量:2条
2020-04-26 at 10:49:57 | SUCCESS | 消息内容:{'end_time': '1587869344', 'spider_name': 'caijing_sina_zq', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587869344'}  消息处理总量:1条
2020-04-26 at 10:50:39 | SUCCESS | 消息内容:{'spider_name': 'hangye_cnrmc_news', 'end_time': '1587869456', 'start_time': '1587869453', 'collection_name': 'sy_news_hangye_cnrmc_raw'}  消息处理总量:6条
2020-04-26 at 10:50:46 | SUCCESS | 消息内容:{'end_time': '1587869392', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587869392'}  消息处理总量:1条
2020-04-26 at 10:51:05 | SUCCESS | 消息内容:{'end_time': '1587869463', 'spider_name': 'hangye_coal_news', 'collection_name': 'sy_news_hangye_coal_raw', 'start_time': '1587869454'}  消息处理总量:9条
2020-04-26 at 10:52:16 | SUCCESS | 消息内容:{'end_time': '1587869545', 'collection_name': 'sy_news_hangye_bjx_raw', 'start_time': '1587869534', 'spider_name': 'hangye_bjx_yaowen'}  消息处理总量:12条
2020-04-26 at 10:52:34 | SUCCESS | 消息内容:{'end_time': '1587869497', 'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw', 'start_time': '1587869495'}  消息处理总量:4条
2020-04-26 at 10:53:44 | SUCCESS | 消息内容:{'end_time': '1587869633', 'start_time': '1587869633', 'collection_name': 'sy_news_hangye_automarket_raw', 'spider_name': 'hangye_automarket_news'}  消息处理总量:1条
2020-04-26 at 10:54:30 | SUCCESS | 消息内容:{'end_time': '1587869614', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587869614', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:1条
2020-04-26 at 10:54:38 | SUCCESS | 消息内容:{'end_time': '1587869624', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587869624'}  消息处理总量:1条
2020-04-26 at 10:55:38 | SUCCESS | 消息内容:{'end_time': '1587869673', 'spider_name': 'caijing_china_hg', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1587869672'}  消息处理总量:2条
2020-04-26 at 10:55:47 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1587869694', 'end_time': '1587869694'}  消息处理总量:1条
2020-04-26 at 10:57:02 | SUCCESS | 消息内容:{'end_time': '1587869759', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587869744'}  消息处理总量:25条
2020-04-26 at 10:57:17 | SUCCESS | 消息内容:{'end_time': '1587869781', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1587869781'}  消息处理总量:1条
2020-04-26 at 10:57:19 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1587869772', 'end_time': '1587869785'}  消息处理总量:4条
2020-04-26 at 10:58:14 | SUCCESS | 消息内容:{'end_time': '1587869839', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587869839'}  消息处理总量:1条
2020-04-26 at 10:59:09 | SUCCESS | 消息内容:{'end_time': '1587869960', 'start_time': '1587869952', 'collection_name': 'sy_news_hangye_mining120_raw', 'spider_name': 'hangye_mining120_guonei'}  消息处理总量:14条
2020-04-26 at 10:59:22 | SUCCESS | 消息内容:{'end_time': '1587869907', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587869907', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-04-26 at 10:59:47 | SUCCESS | 消息内容:{'end_time': '1587869919', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587869858'}  消息处理总量:22条
2020-04-26 at 10:59:50 | SUCCESS | 消息内容:{'end_time': '1587869934', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587869934'}  消息处理总量:1条
2020-04-26 at 11:00:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_caijing_raw', 'end_time': '1587869953', 'start_time': '1587869952', 'spider_name': 'caijing_caijing_hongguan'}  消息处理总量:3条
2020-04-26 at 11:01:10 | SUCCESS | 消息内容:{'end_time': '1587870014', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587870012'}  消息处理总量:4条
2020-04-26 at 11:02:25 | SUCCESS | 消息内容:{'end_time': '1587870085', 'start_time': '1587870081', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:5条
2020-04-26 at 11:02:42 | SUCCESS | 消息内容:{'end_time': '1587870104', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1587870104', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-04-26 at 11:03:20 | SUCCESS | 消息内容:{'end_time': '1587870142', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587870142'}  消息处理总量:1条
2020-04-26 at 11:03:58 | SUCCESS | 消息内容:{'end_time': '1587870252', 'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1587870252'}  消息处理总量:1条
2020-04-26 at 11:03:59 | SUCCESS | 消息内容:{'end_time': '1587870242', 'spider_name': 'hangye_chinaautonews_news', 'collection_name': 'sy_news_hangye_chinaautonews_raw', 'start_time': '1587870242'}  消息处理总量:1条
2020-04-26 at 11:04:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1587870178', 'start_time': '1587870167', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:11条
2020-04-26 at 11:04:33 | SUCCESS | 消息内容:{'end_time': '1587870218', 'start_time': '1587870218', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:1条
2020-04-26 at 11:05:05 | SUCCESS | 消息内容:{'end_time': '1587870318', 'spider_name': 'hangye_cena_news', 'start_time': '1587870318', 'collection_name': 'sy_news_hangye_cena_raw'}  消息处理总量:1条
2020-04-26 at 11:06:20 | SUCCESS | 消息内容:{'end_time': '1587870322', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1587870322'}  消息处理总量:1条
2020-04-26 at 11:06:39 | SUCCESS | 消息内容:{'end_time': '1587870412', 'start_time': '1587870412', 'collection_name': 'sy_news_hangye_smm_raw', 'spider_name': 'hangye_smm_news'}  消息处理总量:2条
2020-04-26 at 11:07:36 | SUCCESS | 消息内容:{'end_time': '1587870392', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1587870392'}  消息处理总量:1条
2020-04-26 at 11:07:54 | SUCCESS | 消息内容:{'end_time': '1587870395', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587870365', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:52条
2020-04-26 at 11:08:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1587870425', 'end_time': '1587870425'}  消息处理总量:1条
2020-04-26 at 11:08:11 | SUCCESS | 消息内容:{'end_time': '1587870421', 'start_time': '1587870414', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:12条
2020-04-26 at 11:08:24 | SUCCESS | 消息内容:{'end_time': '1587870446', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1587870446'}  消息处理总量:1条
2020-04-26 at 11:08:38 | SUCCESS | 消息内容:{'end_time': '1587870462', 'start_time': '1587870462', 'collection_name': 'sy_news_finance_xueqiu_raw', 'spider_name': 'caijing_xueqiu_hs'}  消息处理总量:1条
2020-04-26 at 11:09:11 | SUCCESS | 消息内容:{'end_time': '1587870487', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1587870477', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:15条
2020-04-26 at 11:09:51 | SUCCESS | 消息内容:{'end_time': '1587870605', 'spider_name': 'hangye_chinagas_news', 'collection_name': 'sy_news_hangye_chinagas_raw', 'start_time': '1587870603'}  消息处理总量:3条
2020-04-26 at 11:10:09 | SUCCESS | 消息内容:{'end_time': '1587870553', 'start_time': '1587870553', 'collection_name': 'sy_news_finance_sohu_raw', 'spider_name': 'caijing_sohu_xsb'}  消息处理总量:1条
2020-04-26 at 11:10:09 | SUCCESS | 消息内容:{'end_time': '1587870555', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1587870555', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:1条
2020-04-26 at 11:10:19 | SUCCESS | 消息内容:{'end_time': '1587870564', 'spider_name': 'caijing_yicai_cj', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1587870564'}  消息处理总量:1条
